	SRR5440795.trimmed.Athaliana.bam	SRR5440804.trimmed.Athaliana.bam	SRR5440813.trimmed.Athaliana.bam	SRR5440822.trimmed.Athaliana.bam	SRR5440831.trimmed.Athaliana.bam	SRR5440840.trimmed.Athaliana.bam
AT1G66150	1368	1509	1435	1559	1565	2238
AT1G66160	583	218	318	323	269	694
AT1G66170	6	7	7	6	1	2
AT1G66173	21	17	14	19	24	35
AT1G66180	6373	2273	3519	1357	1617	4252
AT1G66190	120	117	106	95	100	147
AT1G66200	19951	22580	14856	16238	15023	25216
AT1G66210	0	0	0	0	0	0
AT1G66220	0	0	0	0	0	0
AT1G08817	0	0	0	0	1	0
AT1G66230	36	49	23	27	25	36
AT1G66235	0	0	0	0	0	0
AT1G66240	4061	4068	3535	2792	2287	3256
AT1G66245	0	0	0	0	0	0
AT1G66250	210	277	230	223	244	332
AT1G66260	2337	2517	1990	1339	1312	2055
AT1G66270	317	312	91	142	415	257
AT1G66280	195	204	138	134	256	190
AT1G08823	0	0	0	0	0	0
AT1G08827	0	0	0	0	0	0
AT1G66290	0	0	0	0	0	0
AT1G66300	0	0	0	0	0	0
AT1G08833	0	0	1	4	3	0
AT1G66310	0	0	0	0	0	0
AT1G66320	0	0	0	1	1	1
AT1G66330	956	1041	916	578	455	673
AT1G66340	926	947	828	828	804	1271
AT1G66345	77	98	71	96	95	127
AT1G08843	0	0	0	0	0	0
AT1G66350	288	358	290	198	194	242
AT1G66360	12	12	7	6	4	10
AT1G66370	1	2	3	1	2	1
AT1G66380	129	212	22	13	4	7
AT1G66390	4520	6279	4046	274	299	478
AT1G66400	209	185	171	64	74	138
AT1G66410	4725	5429	4302	3874	3525	4983
AT1G66420	2	3	0	2	2	3
AT1G66430	532	522	600	637	662	712
AT1G66440	24	24	12	19	14	30
AT1G66450	46	46	38	47	42	65
AT1G66465	384	187	122	131	112	219
AT1G66460	103	50	31	27	41	70
AT1G66470	5	6	4	5	11	9
AT1G66480	356	239	157	145	168	257
AT1G66490	0	3	0	0	1	0
AT1G66500	259	333	243	242	196	328
AT1G66510	198	223	197	190	199	210
AT1G66520	113	141	134	167	155	123
AT1G66530	548	620	514	471	547	719
AT1G66540	26	29	28	24	20	27
AT1G66550	0	1	0	1	0	0
AT1G66560	0	0	0	0	0	0
AT1G66570	3	1	2	25	38	55
AT1G66580	8206	6481	5423	9800	10619	14091
AT1G66590	722	700	613	565	563	732
AT1G66600	129	76	98	278	309	509
AT1G66610	13	4	16	13	12	29
AT1G66620	111	143	110	93	120	143
AT1G66630	0	0	1	0	0	0
AT1G66640	0	0	0	0	0	0
AT1G66650	14	24	11	18	23	27
AT1G66660	243	259	198	310	359	442
AT1G66670	2013	2326	1755	1306	1178	1681
AT1G66680	955	1063	903	784	758	1168
AT1G66690	16	22	23	15	16	27
AT1G66700	1801	2600	2093	989	969	1955
AT1G66720	0	0	0	2	0	0
AT1G66725	209	165	143	176	148	265
AT1G66730	532	580	469	339	476	554
AT1G66740	242	271	233	257	272	391
AT1G66750	217	251	219	177	194	253
AT1G66760	3	4	7	19	25	29
AT1G66770	0	0	0	0	0	0
AT1G66780	49	18	18	23	33	42
AT1G08847	149	143	110	141	135	226
AT1G66783	12	9	6	7	9	11
AT1G66795	6	7	3	2	0	2
AT1G66800	2	1	1	0	1	1
AT1G66810	27	40	26	24	29	15
AT1G66820	79	82	78	121	108	126
AT1G66830	147	174	134	148	143	173
AT1G66840	238	226	200	212	164	220
AT1G66850	0	0	0	0	0	0
AT1G66852	0	0	0	0	0	0
AT1G66855	0	0	0	0	0	0
AT1G66860	0	2	1	11	10	13
AT1G66870	10	6	2	6	1	13
AT1G08853	9	5	0	6	1	11
AT1G66880	4593	5654	3787	2133	2309	3727
AT1G08857	559	700	445	208	241	455
AT1G66890	160	154	161	70	73	84
AT1G66900	518	506	396	202	167	305
AT1G66910	817	763	535	271	282	503
AT1G08863	0	0	0	0	0	1
AT1G66920	1975	1573	1096	383	382	854
AT1G08867	4	4	2	0	0	0
AT1G66930	293	222	236	192	242	220
AT1G66940	870	882	781	521	545	593
AT1G66950	7	14	5	6	26	9
AT1G66960	103	142	86	58	63	51
AT1G66970	4804	7648	5711	4903	4116	6947
AT1G66980	1573	2325	1783	1135	1065	1444
AT1G67000	63	77	76	63	78	80
AT1G67020	6	12	5	8	3	7
AT1G67025	6	6	4	5	3	0
AT1G67030	121	148	154	89	112	155
AT1G08877	0	3	1	1	1	0
AT1G67035	10	9	5	5	10	6
AT1G67040	134	192	178	127	146	140
AT1G08883	0	0	0	0	0	0
AT1G08887	0	0	0	0	0	0
AT1G67050	115	137	136	62	67	108
AT1G08893	0	0	0	0	0	0
AT1G08897	0	0	0	0	0	0
AT1G67060	450	402	274	227	254	430
AT1G67070	61	41	48	34	27	67
AT1G67080	370	377	288	201	213	214
AT1G67090	42060	36306	44841	28271	23921	26348
AT1G67100	5	4	5	7	20	15
AT1G67105	144	152	251	134	99	211
AT1G67110	8	1	6	62	126	155
AT1G67120	1759	2290	1752	1707	2275	3049
AT1G67130	0	0	0	0	0	0
AT1G67140	1814	2058	1706	1004	1093	1551
AT1G08903	7	6	12	6	1	6
AT1G67148	100	54	67	29	55	70
AT1G67150	49	39	29	20	36	40
AT1G67160	28	27	15	11	24	19
AT1G67170	253	275	216	341	325	490
AT1G67180	21	17	25	18	12	13
AT1G67190	255	331	231	236	193	337
AT1G67195	259	298	210	423	457	684
AT1G08907	0	0	0	0	0	0
AT1G67210	143	200	128	180	210	286
AT1G08913	0	0	0	0	0	1
AT1G67220	3	7	3	1	1	3
AT1G67230	3023	3818	2924	2925	2877	4326
AT1G67238	0	1	0	0	0	1
AT1G67235	0	0	0	0	0	0
AT1G67250	856	1031	797	685	627	925
AT1G67260	0	0	1	0	3	1
AT1G08923	0	0	0	0	0	0
AT1G67265	7	7	12	3	3	2
AT1G67270	13	2	6	4	3	8
AT1G67280	2681	3090	2719	1201	1092	1578
AT1G67290	0	0	1	1	0	0
AT1G67300	569	852	590	535	513	649
AT1G67310	1437	1740	1331	623	652	890
AT1G67320	178	202	177	132	139	140
AT1G67325	616	626	633	616	563	802
AT1G67330	365	336	308	206	146	305
AT1G67328	365	336	308	206	146	305
AT1G08927	0	0	0	0	0	0
AT1G08933	0	0	0	0	0	0
AT1G67340	461	501	431	363	406	514
AT1G67350	1416	1616	1273	1034	920	1270
AT1G67360	6970	10873	8394	2479	2176	3588
AT1G67365	94	84	84	47	30	62
AT1G67370	10	10	10	5	8	16
AT1G67390	1	0	0	0	0	0
AT1G67400	157	107	122	92	75	87
AT1G67410	186	204	180	99	95	155
AT1G67420	169	211	166	117	124	165
AT1G67430	7035	7411	6570	8840	9882	11823
AT1G08937	11	9	8	7	5	10
AT1G67440	344	440	336	169	187	261
AT1G67450	0	0	0	0	0	0
AT1G67455	1	1	0	0	0	0
AT1G67460	2	1	3	2	1	3
AT1G67470	266	164	148	145	154	242
AT1G67480	1323	1041	942	754	752	1001
AT1G67481	17	11	5	2	8	12
AT1G67490	545	628	444	529	503	875
AT1G67500	520	739	582	368	384	543
AT1G67510	167	262	185	133	121	175
AT1G67520	700	546	400	542	533	1270
AT1G67530	568	581	493	245	226	352
AT1G67540	6	5	8	3	1	3
AT1G67550	1050	1263	1002	819	811	1233
AT1G67560	1423	1764	1466	1230	1142	1945
AT1G67570	141	188	122	97	91	103
AT1G67580	1066	1216	953	823	891	1349
AT1G67590	146	110	140	137	124	125
AT1G67600	38	44	34	30	23	42
AT1G08947	0	0	0	0	0	0
AT1G67620	180	191	155	267	289	399
AT1G67623	2	0	2	4	2	3
AT1G67630	111	130	141	159	146	158
AT1G67635	0	1	2	2	3	4
AT1G67640	2	3	2	4	2	4
AT1G67650	339	339	270	349	297	612
AT1G67660	137	196	162	138	122	141
AT1G67670	1	2	1	0	1	1
AT1G67680	1720	1917	1577	2074	1965	3138
AT1G67690	122	121	121	95	124	121
AT1G67700	1148	1028	1214	772	672	684
AT1G67710	135	174	146	63	56	90
AT1G08953	1	1	1	0	0	0
AT1G67720	834	942	770	522	625	734
AT1G67730	1659	2247	1578	1286	1157	1783
AT1G67740	6000	5795	7085	3847	3675	3750
AT1G67750	501	752	658	310	182	247
AT1G67760	15	19	18	28	27	25
AT1G67770	1	4	2	3	3	2
AT1G67775	0	0	0	0	0	0
AT1G67780	16	19	28	20	21	16
AT1G67785	1564	1784	1362	1219	1117	1506
AT1G67792	192	313	230	193	192	248
AT1G67790	188	300	212	185	186	240
AT1G67800	1826	1664	1409	686	754	1451
AT1G67810	2384	1401	1367	493	543	668
AT1G67820	268	313	235	111	148	156
AT1G67830	219	221	198	138	177	195
AT1G67840	964	1197	1049	408	344	385
AT1G67850	1123	1374	1034	732	729	1101
AT1G67855	27	38	30	25	20	19
AT1G67856	42	56	40	36	24	40
AT1G67860	1113	1405	1073	1568	1407	1371
AT1G67865	454	935	733	1041	1087	793
AT1G67870	2824	2294	2671	3328	2600	3160
AT1G67880	263	312	258	200	185	307
AT1G67890	715	781	626	445	491	730
AT1G67900	547	523	657	609	581	795
AT1G67910	17	13	12	110	135	231
AT1G67920	108	78	64	316	347	646
AT1G67930	802	1080	876	748	619	1079
AT1G67940	1052	1278	961	803	644	1052
AT1G67950	331	518	411	279	225	333
AT1G08963	32	54	45	22	14	28
AT1G67960	375	452	349	293	314	410
AT1G67970	392	539	388	281	308	483
AT1G67980	50	32	41	18	27	66
AT1G67990	0	1	0	0	1	0
AT1G68000	848	920	682	405	408	725
AT1G68010	2095	1896	2373	1151	959	1079
AT1G68020	545	737	502	511	435	716
AT1G68030	23	26	22	12	19	32
AT1G68040	2	4	4	9	8	15
AT1G68050	5	17	4	6	10	18
AT1G68060	1023	1292	1002	839	770	1043
AT1G68070	852	983	783	644	579	1041
AT1G68080	84	115	81	103	120	136
AT1G68090	1	8	1	1	4	4
AT1G68100	660	795	607	473	429	684
AT1G68110	16	10	18	6	5	13
AT1G68120	9	14	6	13	18	18
AT1G68130	281	264	244	334	343	529
AT1G08967	0	0	0	0	0	0
AT1G68140	1363	1598	1186	800	808	1255
AT1G68150	63	45	38	24	40	41
AT1G68160	372	401	312	227	244	373
AT1G68170	4	4	6	4	3	1
AT1G68180	4	7	9	4	6	5
AT1G68185	145	188	133	157	135	172
AT1G68190	80	35	62	41	23	31
AT1G68200	29	54	44	34	32	33
AT1G68210	0	0	0	0	0	0
AT1G68220	452	573	426	398	399	509
AT1G68230	61	62	56	55	57	57
AT1G68238	9	3	9	220	144	201
AT1G68240	0	0	0	1	0	2
AT1G68250	1	0	0	0	0	0
AT1G68260	179	243	179	133	117	135
AT1G68270	0	0	0	0	0	0
AT1G68280	2	0	0	0	1	3
AT1G08973	217	186	138	115	108	145
AT1G68290	215	184	142	115	110	146
AT1G68300	1489	1576	1326	974	801	1183
AT1G68310	540	538	424	397	366	619
AT1G68320	286	293	182	75	80	208
AT1G68325	0	1	0	0	0	0
AT1G68330	62	70	56	47	46	62
AT1G08977	0	0	0	0	1	0
AT1G68340	137	151	128	123	147	200
AT1G68350	4	4	1	5	5	10
AT1G08983	0	0	0	0	0	0
AT1G68360	31	40	25	71	134	135
AT1G68370	1164	1285	1057	944	885	1419
AT1G68380	0	0	1	0	1	3
AT1G68390	81	35	34	46	48	147
AT1G68400	251	284	245	256	331	296
AT1G08987	1	0	0	1	0	1
AT1G68410	1082	1054	800	863	948	1675
AT1G68420	0	0	0	0	0	0
AT1G68430	28	43	50	31	44	37
AT1G68440	1300	1276	1236	1693	1213	2341
AT1G68450	100	52	48	35	59	110
AT1G68460	8	9	13	21	21	37
AT1G68470	344	535	468	198	198	254
AT1G68480	3	6	4	4	12	8
AT1G68490	751	887	750	863	818	1219
AT1G68500	13	12	4	32	18	32
AT1G68510	0	0	0	0	0	1
AT1G68520	440	313	413	897	590	622
AT1G68526	2	0	0	0	0	0
AT1G68530	7476	7633	8416	5561	4752	7580
AT1G68540	62	53	52	42	27	50
AT1G68550	538	606	532	1340	1478	2116
AT1G68560	1351	1590	1500	1741	1765	2453
AT1G08993	0	0	0	0	0	0
AT1G68570	1102	1931	1411	686	784	744
AT1G68568	321	613	393	179	187	205
AT1G08997	0	0	0	0	0	0
AT1G68580	1160	1173	980	1293	1400	2145
AT1G68585	300	310	309	231	194	273
AT1G68590	773	710	765	827	801	836
AT1G68600	673	389	750	434	294	640
AT1G68610	1	1	1	0	0	2
AT1G68620	1702	1622	1376	809	720	1668
AT1G68630	6	4	9	2	13	10
AT1G68640	18	16	21	19	32	34
AT1G09003	2	0	3	2	3	6
AT1G68650	574	698	504	531	480	746
AT1G68660	828	807	744	600	530	677
AT1G68670	67	33	64	626	584	792
AT1G68680	381	417	303	379	358	550
AT1G09007	0	0	0	0	0	0
AT1G68690	565	365	312	316	377	680
AT1G68700	7	14	9	9	8	15
AT1G68710	904	1312	959	631	590	879
AT1G68720	1454	1841	1356	1085	1053	1665
AT1G68723	25	51	37	39	37	41
AT1G68725	37	82	58	60	69	63
AT1G68730	143	128	133	152	135	183
AT1G68740	54	48	75	139	131	170
AT1G68750	1	0	0	0	0	0
AT1G68760	392	390	315	305	364	447
AT1G68770	47	36	29	32	29	55
AT1G68765	69	36	16	56	124	239
AT1G68780	106	131	123	109	131	144
AT1G68790	1907	2312	1719	2078	2095	2837
AT1G68795	56	94	70	91	65	108
AT1G68800	7	4	3	1	4	4
AT1G09013	0	0	0	0	0	0
AT1G68810	235	293	278	213	222	202
AT1G68820	1026	1307	785	527	596	912
AT1G68825	1	1	2	5	5	2
AT1G68830	2300	2251	2050	966	779	1287
AT1G68840	2735	2143	1962	1096	1132	2152
AT1G68845	1	0	0	4	4	5
AT1G68850	170	183	159	133	126	206
AT1G68860	0	0	0	0	0	0
AT1G68862	40	51	48	49	47	66
AT1G68870	63	75	68	75	87	96
AT1G68872	67	76	78	60	54	87
AT1G68875	0	0	0	0	0	0
AT1G68877	0	0	0	0	0	0
AT1G09017	0	0	0	0	0	0
AT1G68880	17	0	3	133	214	175
AT1G68890	405	416	425	392	436	446
AT1G68905	0	0	0	0	1	1
AT1G68907	0	0	0	0	0	0
AT1G68910	995	1035	893	608	462	830
AT1G68920	493	600	490	334	358	514
AT1G68930	29	34	35	32	36	40
AT1G09023	188	200	170	101	124	142
AT1G68940	184	196	166	97	116	133
AT1G68935	47	51	37	18	28	32
AT1G68937	9	14	17	11	13	12
AT1G68945	374	468	317	351	329	384
AT1G09027	147	190	121	159	147	155
AT1G68950	0	0	0	0	1	0
AT1G68960	0	0	0	0	0	1
AT1G68970	0	0	0	0	0	0
AT1G68980	197	214	186	179	187	265
AT1G68990	658	769	590	1417	1480	2077
AT1G69000	0	0	0	0	0	0
AT1G69010	545	682	574	394	404	539
AT1G69020	80	139	97	80	78	99
AT1G69030	345	372	299	328	338	431
AT1G09033	0	0	0	0	0	0
AT1G09037	0	0	0	0	0	0
AT1G69040	296	300	280	837	1068	1048
AT1G69050	24	18	17	20	17	16
AT1G69060	531	612	498	439	518	636
AT1G69070	790	1084	750	2065	2165	3226
AT1G69080	88	86	84	52	51	51
AT1G69085	2	0	1	0	0	0
AT1G69090	0	0	0	0	0	0
AT1G69100	0	0	0	0	0	0
AT1G69120	1	6	3	5	13	4
AT1G69130	0	0	0	0	0	0
AT1G69150	5	8	5	13	17	22
AT1G09043	0	0	0	0	0	0
AT1G09047	0	0	0	0	0	0
AT1G69160	614	418	514	217	207	267
AT1G69170	165	187	161	90	111	130
AT1G69180	0	0	1	0	0	0
AT1G69190	0	0	0	0	0	0
AT1G69200	272	340	303	410	422	472
AT1G69210	52	73	41	63	64	89
AT1G69220	1169	1237	1072	1060	974	1530
AT1G69230	23	23	26	34	30	24
AT1G69240	8	9	0	0	1	3
AT1G69250	761	848	691	967	1014	1538
AT1G69252	774	768	671	323	341	502
AT1G69260	76	148	92	384	397	568
AT1G69270	581	683	497	479	427	680
AT1G09053	495	593	423	386	330	574
AT1G69280	133	178	135	154	168	208
AT1G69290	211	251	188	188	192	286
AT1G69300	0	1	2	0	0	0
AT1G69295	1220	1780	1443	1473	1553	2099
AT1G69310	461	491	376	343	353	492
AT1G69320	11	23	16	17	17	30
AT1G69325	28	30	23	33	27	32
AT1G69330	174	175	157	160	166	255
AT1G69340	1617	1915	1520	889	900	1329
AT1G69350	30	32	25	31	29	47
AT1G69360	305	375	318	181	209	236
AT1G69370	138	171	126	107	93	137
AT1G69380	134	197	150	144	175	228
AT1G69390	804	935	802	526	557	624
AT1G69400	39	36	40	22	19	31
AT1G69410	4865	4291	3157	3103	3138	4687
AT1G69420	820	1045	968	822	899	1003
AT1G69430	18	26	23	14	10	34
AT1G69440	160	305	207	282	279	433
AT1G69450	1638	1573	1220	363	334	599
AT1G09057	0	0	0	0	0	0
AT1G69460	1543	1704	1396	969	918	1386
AT1G69470	0	0	1	0	1	0
AT1G69480	602	920	562	184	141	314
AT1G69485	10	23	17	11	9	19
AT1G69490	2999	4321	2176	444	423	595
AT1G69500	26	93	27	18	13	24
AT1G69510	3430	3415	2784	1895	2070	2573
AT1G69520	831	930	537	367	384	512
AT1G69523	208	234	151	84	89	129
AT1G69526	119	135	77	73	65	66
AT1G09063	2	0	0	0	1	0
AT1G69530	1701	1123	1188	4210	4203	5057
AT1G69540	9	18	7	9	2	11
AT1G69550	1102	1247	928	869	895	1416
AT1G09067	40	40	34	51	52	70
AT1G69560	4	3	1	1	0	4
AT1G69570	542	521	471	427	317	576
AT1G69572	495	466	430	382	296	518
AT1G69580	156	223	157	223	289	277
AT1G69587	58	60	56	53	53	51
AT1G69588	24	9	15	26	20	18
AT1G69600	15	23	11	21	24	11
AT1G09073	0	0	0	0	0	0
AT1G09077	0	0	0	0	0	0
AT1G69610	490	649	424	235	240	386
AT1G69620	4149	4252	3992	4665	5085	6455
AT1G09083	25	43	16	31	37	62
AT1G09087	18	10	10	13	10	38
AT1G69630	3	0	1	5	1	0
AT1G69640	866	1025	825	827	779	1459
AT1G69650	0	0	0	0	0	0
AT1G69660	0	0	1	0	0	0
AT1G69670	516	694	495	368	367	576
AT1G69680	222	271	191	169	158	234
AT1G09097	0	0	0	0	1	0
AT1G09103	0	0	0	0	0	0
AT1G69690	274	367	352	178	136	182
AT1G69700	362	402	363	316	320	308
AT1G69710	13	20	25	5	7	16
AT1G69720	190	225	195	171	103	196
AT1G69730	1408	2049	1625	1786	1454	2536
AT1G69740	2001	2000	1763	1429	1308	1730
AT1G69750	777	686	587	583	548	723
AT1G69760	751	595	583	992	1162	1416
AT1G69770	334	297	329	229	292	288
AT1G69780	303	436	378	346	232	343
AT1G69790	51	51	54	31	45	122
AT1G69792	0	0	0	0	0	0
AT1G09107	0	0	0	0	0	0
AT1G09113	0	0	0	0	0	0
AT1G69795	0	0	0	0	0	0
AT1G69797	0	0	0	0	0	0
AT1G69800	234	295	198	209	216	344
AT1G69810	250	177	162	112	121	183
AT1G09117	0	0	0	0	0	0
AT1G69818	0	0	0	0	0	0
AT1G69820	0	0	0	0	1	0
AT1G69825	0	0	0	0	0	0
AT1G69828	0	0	0	0	0	0
AT1G69830	1060	1552	1322	871	817	1283
AT1G69840	3452	4029	3239	2645	3024	5012
AT1G69850	2820	2486	2070	1402	1647	2445
AT1G09123	0	0	0	0	0	1
AT1G69860	2	7	3	3	1	2
AT1G69870	3179	4241	3156	3988	4243	7202
AT1G69880	1670	1546	905	1075	1792	2660
AT1G69890	196	161	151	169	252	274
AT1G69900	588	311	277	277	263	612
AT1G69910	407	527	432	395	343	513
AT1G69920	349	105	91	70	140	240
AT1G69930	1131	327	310	1129	1368	3046
AT1G69935	294	332	227	212	172	277
AT1G69940	0	0	0	2	3	3
AT1G69960	991	1036	941	669	660	1039
AT1G69970	71	75	67	35	38	49
AT1G09127	6	8	2	4	4	4
AT1G69980	422	462	341	337	289	389
AT1G69990	0	0	0	0	0	2
AT1G70000	808	1099	936	532	522	905
AT1G70020	11	13	7	13	9	13
AT1G70030	0	2	0	1	0	1
AT1G70040	0	0	0	0	0	0
AT1G70050	0	0	0	0	0	0
AT1G09133	0	0	0	0	0	0
AT1G70060	1714	1968	1493	1169	1134	1819
AT1G70070	727	934	759	613	611	778
AT1G70080	4	3	1	2	8	6
AT1G70090	915	925	905	1667	2041	3018
AT1G70100	561	577	476	335	367	450
AT1G70110	5	2	2	2	3	5
AT1G70120	0	0	0	0	0	0
AT1G70130	12	23	7	5	2	6
AT1G70140	1051	693	553	264	277	622
AT1G70150	101	108	116	69	77	96
AT1G70160	3726	4835	3748	2353	1948	2997
AT1G70170	104	43	55	21	32	50
AT1G70175	47	16	19	13	16	18
AT1G09137	0	0	0	0	0	0
AT1G70180	513	608	468	455	493	635
AT1G70185	2	4	3	4	2	5
AT1G70190	410	424	307	529	476	673
AT1G70200	488	579	450	514	519	639
AT1G09143	42	60	48	44	42	55
AT1G70210	307	271	307	186	184	212
AT1G70209	0	1	0	0	0	0
AT1G09147	0	0	0	0	0	0
AT1G09153	0	0	0	0	0	0
AT1G70220	2	3	2	2	0	0
AT1G70230	876	1119	898	826	760	1232
AT1G70250	1475	1402	1111	441	444	705
AT1G70260	642	213	769	832	625	1200
AT1G70270	107	129	156	68	76	127
AT1G70280	484	695	559	703	618	814
AT1G70290	601	451	431	383	330	482
AT1G70300	376	456	356	477	472	779
AT1G70310	1343	1719	1255	1230	1243	1808
AT1G09163	0	0	1	0	0	0
AT1G70320	9682	12551	9100	7200	7563	13751
AT1G70330	1123	1390	1018	672	516	915
AT1G70335	214	296	226	121	84	188
AT1G70340	503	580	448	323	297	433
AT1G09167	12	13	9	3	10	10
AT1G70350	140	126	140	151	151	196
AT1G70360	73	89	65	85	63	78
AT1G70370	593	846	883	916	749	858
AT1G70380	0	0	0	1	0	1
AT1G70390	0	2	2	1	0	4
AT1G70400	0	0	1	0	0	0
AT1G70410	2513	2012	2117	9582	9240	18435
AT1G70420	147	115	98	186	232	502
AT1G09173	0	0	0	0	0	0
AT1G09177	0	0	0	0	0	0
AT1G09183	0	0	0	0	0	0
AT1G70430	30	36	23	38	41	85
AT1G70440	22	10	10	18	9	25
AT1G70450	4	0	0	0	2	0
AT1G70460	11	8	8	8	15	10
AT1G70470	63	93	87	114	110	91
AT1G70475	46	80	75	93	90	75
AT1G70480	476	559	432	277	298	394
AT1G70490	5101	6117	4993	4425	3678	5918
AT1G70500	29	50	41	29	20	50
AT1G09187	0	0	0	0	0	0
AT1G70505	170	223	156	112	119	130
AT1G70510	66	59	49	46	47	55
AT1G70518	153	137	129	118	103	146
AT1G70520	1207	1095	738	759	823	1441
AT1G70530	1156	959	663	923	948	1407
AT1G70540	0	0	0	0	0	0
AT1G70550	183	193	199	187	156	211
AT1G70560	299	253	255	213	250	293
AT1G70570	885	989	817	650	595	864
AT1G70580	614	750	614	406	337	517
AT1G70581	21	24	17	15	21	22
AT1G70590	476	489	436	319	279	378
AT1G70600	5846	6749	5288	9617	9596	12238
AT1G70610	574	620	536	328	324	467
AT1G70620	1965	2034	1640	1390	1573	1791
AT1G70630	118	144	109	95	97	121
AT1G70640	0	2	3	3	5	1
AT1G70645	1	2	1	1	0	0
AT1G70650	903	848	759	522	525	657
AT1G70660	1053	984	900	566	560	746
AT1G70670	155	197	160	107	90	110
AT1G70680	4	23	4	2	1	22
AT1G70690	490	611	469	377	308	586
AT1G70700	150	166	121	142	102	130
AT1G70710	527	697	513	434	364	413
AT1G70720	8	24	11	14	9	11
AT1G70730	2074	2580	2008	1714	1582	2255
AT1G70740	523	488	355	260	379	526
AT1G70750	598	717	579	447	459	614
AT1G09193	246	162	245	124	107	83
AT1G70760	326	233	340	184	140	154
AT1G70770	3230	4018	2981	3826	3227	6169
AT1G70780	1937	2913	1999	13911	13308	19829
AT1G09197	0	0	0	0	0	0
AT1G70790	84	99	104	270	236	315
AT1G70800	101	138	78	145	177	406
AT1G70810	2697	2965	2098	2223	1913	3259
AT1G70820	172	152	201	79	70	87
AT1G70830	3523	1993	3126	1001	687	1396
AT1G70840	0	0	0	0	0	0
AT1G70850	1207	1009	1106	401	399	497
AT1G70860	0	2	1	0	0	0
AT1G70870	0	0	0	0	0	0
AT1G70880	1	2	3	2	3	2
AT1G70890	1227	1218	1379	621	449	637
AT1G70895	51	68	65	67	74	79
AT1G70900	637	766	639	296	265	316
AT1G70910	0	0	0	0	0	0
AT1G70920	19	13	14	6	17	27
AT1G70940	1141	1357	1463	1445	1256	1885
AT1G70944	1	0	0	0	0	0
AT1G70949	1	0	0	0	0	1
AT1G70950	104	125	90	63	75	94
AT1G70960	1	0	1	0	0	0
AT1G70970	0	0	0	0	0	0
AT1G70980	973	909	781	870	795	1270
AT1G70985	37	17	33	14	23	28
AT1G70990	59	49	47	16	16	36
AT1G71000	1	0	0	4	4	1
AT1G09207	1	0	0	0	0	0
AT1G09213	1	0	0	0	0	0
AT1G71002	0	1	0	0	0	0
AT1G71010	2930	2943	2507	1927	2267	3371
AT1G71015	56	84	81	16	12	32
AT1G71020	399	415	374	263	252	323
AT1G09217	3	2	0	0	0	1
AT1G71030	768	811	639	290	270	362
AT1G71040	4502	4942	4099	4150	3584	6732
AT1G71050	100	103	96	125	89	100
AT1G71060	48	59	58	44	31	56
AT1G71070	576	774	616	606	518	688
AT1G71080	1606	1616	1437	1280	1338	1664
AT1G71090	722	914	708	466	376	665
AT1G71100	831	941	775	1180	1126	1608
AT1G71110	461	500	382	886	1113	1620
AT1G71120	1	0	1	1	0	0
AT1G71130	258	264	267	174	145	196
AT1G71140	353	489	338	250	212	377
AT1G71150	2	0	0	2	4	3
AT1G71160	0	1	1	0	0	0
AT1G71170	588	748	602	524	455	657
AT1G71180	410	429	344	304	264	349
AT1G71190	676	772	566	354	359	540
AT1G71200	0	0	0	0	0	0
AT1G71210	426	486	401	755	765	1203
AT1G71220	3572	4755	3536	2621	2523	4178
AT1G71230	114	147	101	98	87	131
AT1G71235	1	0	0	0	0	0
AT1G71240	672	685	581	325	356	448
AT1G71250	20	28	17	23	14	26
AT1G71260	380	469	410	391	467	491
AT1G09223	61	81	58	66	69	103
AT1G71270	1089	1300	1013	847	752	1143
AT1G71280	14	0	2	4	1	5
AT1G71290	0	0	0	0	0	0
AT1G09227	0	0	0	0	0	0
AT1G71300	0	3	3	4	1	3
AT1G71310	269	307	266	238	226	294
AT1G09233	17	14	13	4	9	7
AT1G71320	0	0	0	0	0	0
AT1G71330	96	121	79	94	101	118
AT1G71340	672	723	613	393	438	522
AT1G71350	352	482	391	387	343	538
AT1G71360	357	361	316	380	352	600
AT1G09237	0	0	0	0	0	0
AT1G71370	9	0	2	4	0	7
AT1G71380	7	7	2	5	2	2
AT1G09243	0	0	0	0	0	0
AT1G71390	32	16	35	12	8	14
AT1G71400	626	494	382	369	443	780
AT1G71410	1479	1617	1414	855	885	1554
AT1G71420	23	25	22	13	20	24
AT1G09247	97	113	101	153	137	262
AT1G71430	246	280	236	498	412	622
AT1G71440	413	502	439	312	293	459
AT1G71450	0	0	1	0	1	1
AT1G71460	109	131	109	98	83	109
AT1G71470	0	0	0	0	0	0
AT1G71480	694	638	608	316	261	355
AT1G09253	429	384	394	180	154	198
AT1G71490	244	233	197	145	127	143
AT1G09257	20	29	23	21	30	19
AT1G71500	1132	933	1214	923	919	876
AT1G71520	52	17	25	213	194	251
AT1G71528	88	124	93	126	137	171
AT1G71530	88	124	92	126	137	169
AT1G71680	0	0	0	0	0	0
AT1G71690	2	11	9	1	2	3
AT1G71691	6	5	15	6	13	13
AT1G71692	45	31	24	18	30	32
AT1G71695	1950	1770	1819	1370	1446	1705
AT1G71696	348	374	298	188	226	259
AT1G71697	1101	880	699	436	388	823
AT1G71700	2	3	1	0	1	3
AT1G71710	490	574	479	331	268	418
AT1G09263	0	0	0	0	0	0
AT1G71720	186	155	177	244	294	233
